ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
P21709|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9999	0.0001	0.0	0.0	0.0	0.0
P32418|cell-envelope	Lysosome/Vacuole	0.5465	0.0002	0.0002	0.0	0.002	0.3402	0.0279	0.0003	0.0174	0.6115	0.0004
O95980|cell-envelope	Cell_membrane	0.931	0.0003	0.0001	0.0554	0.0001	0.9115	0.024	0.0	0.0045	0.0039	0.0001
Q9HBX8|cell-envelope	Cell_membrane	0.9959	0.0	0.0	0.0	0.0	0.9968	0.0008	0.0	0.0001	0.0022	0.0
Q9UHI8|secreted	Extracellular	0.0154	0.0001	0.0003	0.8844	0.0001	0.0058	0.0804	0.0	0.0033	0.0257	0.0
Q9H158|cell-envelope	Cell_membrane	0.9798	0.0012	0.0002	0.0124	0.0011	0.9145	0.0626	0.0001	0.0071	0.0007	0.0
P35443|secreted	Extracellular	0.0252	0.0078	0.0125	0.588	0.0158	0.0072	0.2645	0.0038	0.0017	0.0982	0.0006
Q96P44|secreted	Extracellular	0.0	0.0	0.0	0.9953	0.0	0.0001	0.0039	0.0	0.0	0.0007	0.0
Q7Z553|cell-envelope	Cell_membrane	0.9299	0.0005	0.001	0.0269	0.0021	0.8025	0.1411	0.0004	0.0047	0.0196	0.0012
Q96DN2|secreted	Extracellular	0.0017	0.0	0.0	0.9984	0.0	0.001	0.0003	0.0	0.0	0.0002	0.0
Q9H2X0|secreted	Extracellular	0.0011	0.0002	0.0009	0.9884	0.0001	0.0065	0.0022	0.0	0.0003	0.0013	0.0
Q8NFP4|cell-envelope	Cell_membrane	0.9719	0.0003	0.0004	0.0302	0.0001	0.892	0.0742	0.0	0.0019	0.0007	0.0002
Q6UXZ4|cell-envelope	Cell_membrane	0.9963	0.0	0.0	0.0003	0.0016	0.9727	0.0221	0.0	0.0023	0.0009	0.0
Q9BXB1|cell-envelope	Cell_membrane	0.9859	0.0	0.0	0.0002	0.0001	0.9729	0.0085	0.0	0.0014	0.0168	0.0
Q5SY80|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0001	0.7387	0.2566	0.0	0.0039	0.0007	0.0
Q86TH1|secreted	Extracellular	0.0	0.0	0.0	0.9996	0.0	0.0001	0.0001	0.0	0.0	0.0002	0.0
Q8TE58|secreted	Extracellular	0.0005	0.0	0.0002	0.9989	0.0	0.0004	0.0003	0.0	0.0	0.0002	0.0
Q9Y5H8|cell-envelope	Cell_membrane	0.9979	0.0002	0.0001	0.0001	0.0007	0.9962	0.0019	0.0	0.0006	0.0002	0.0
Q9Y5I0|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0	0.9976	0.0016	0.0	0.0006	0.0001	0.0
Q9Y5H6|cell-envelope	Cell_membrane	0.9954	0.0006	0.0002	0.0001	0.0015	0.9628	0.0329	0.0	0.0012	0.0004	0.0003
Q76M96|secreted	Extracellular	0.0383	0.0289	0.0084	0.7571	0.0493	0.0462	0.0791	0.0008	0.0082	0.0221	0.0001
Q9Y5H5|cell-envelope	Cell_membrane	0.9996	0.0	0.0	0.0	0.0	0.999	0.0007	0.0	0.0001	0.0002	0.0
Q9H8L6|secreted	Mitochondrion	0.4256	0.0134	0.1321	0.1	0.4	0.0178	0.1507	0.1342	0.0153	0.0139	0.0227
Q9Y5I1|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0001	0.9948	0.0026	0.0	0.0023	0.0002	0.0
Q9Y5H9|cell-envelope	Cell_membrane	0.9985	0.0	0.0	0.0001	0.0002	0.9967	0.0019	0.0	0.0009	0.0002	0.0
Q9UN74|cell-envelope	Cell_membrane	0.9975	0.0002	0.0001	0.0001	0.0009	0.9942	0.0032	0.0	0.0007	0.0003	0.0001
Q8IZJ1|cell-envelope	Cell_membrane	0.9992	0.0	0.0	0.0001	0.0002	0.9991	0.0004	0.0	0.0001	0.0	0.0
Q9Y5F6|cell-envelope	Cell_membrane	0.9269	0.0002	0.0	0.052	0.0001	0.8606	0.0579	0.0	0.0177	0.0115	0.0
Q01974|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0001	0.0	0.0
Q86UX2|secreted	Extracellular	0.0176	0.0003	0.0014	0.8488	0.0034	0.0073	0.1166	0.0008	0.0	0.0214	0.0
Q9UN75|cell-envelope	Cell_membrane	0.9988	0.0	0.0	0.0	0.0001	0.9944	0.0041	0.0	0.0009	0.0004	0.0
O75899|cell-envelope	Cell_membrane	0.9817	0.0003	0.0	0.0003	0.0007	0.9176	0.0374	0.0	0.0194	0.0243	0.0
Q05586|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0002	0.9942	0.0053	0.0	0.0002	0.0001	0.0
Q9Y5F7|cell-envelope	Cell_membrane	0.9987	0.0001	0.0	0.0001	0.0002	0.9079	0.0418	0.0	0.048	0.0019	0.0
Q9UN72|cell-envelope	Cell_membrane	0.999	0.0001	0.0	0.0	0.0001	0.9969	0.0021	0.0	0.0004	0.0003	0.0
Q9ULT6|cell-envelope	Cell_membrane	0.9996	0.0002	0.0	0.0001	0.0002	0.982	0.008	0.0	0.0093	0.0002	0.0
Q9Y5H3|cell-envelope	Cell_membrane	0.9972	0.0	0.0	0.0	0.0002	0.9775	0.0173	0.0	0.0026	0.0024	0.0
Q9Y5H7|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0	0.9979	0.0014	0.0	0.0007	0.0	0.0
Q9Y5H2|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.9207	0.0693	0.0	0.009	0.001	0.0
O60330|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0	0.9836	0.0139	0.0	0.0019	0.0005	0.0
Q9Y5G7|cell-envelope	Cell_membrane	0.9984	0.0	0.0	0.0	0.0001	0.9812	0.0157	0.0	0.0015	0.0014	0.0
Q9Y5G5|cell-envelope	Cell_membrane	0.9988	0.0	0.0	0.0	0.0	0.9552	0.039	0.0	0.0037	0.002	0.0
Q9Y5G6|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.9826	0.0163	0.0	0.0007	0.0004	0.0
Q9Y5H1|cell-envelope	Cell_membrane	0.9991	0.0	0.0	0.0	0.0	0.9626	0.0305	0.0	0.0061	0.0009	0.0
Q9Y5G4|cell-envelope	Cell_membrane	0.9916	0.0	0.0	0.0001	0.0	0.9777	0.0168	0.0	0.002	0.0034	0.0
Q9Y5H0|cell-envelope	Cell_membrane	0.9995	0.0	0.0	0.0	0.0	0.9802	0.0185	0.0	0.001	0.0003	0.0
Q9Y5G8|cell-envelope	Cell_membrane	0.9982	0.0	0.0	0.0	0.0001	0.9731	0.0246	0.0	0.0017	0.0005	0.0
O95185|cell-envelope	Cell_membrane	0.9981	0.0	0.0	0.0	0.0001	0.9922	0.0025	0.0	0.0027	0.0026	0.0
Q9Y5H4|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.989	0.0088	0.0	0.002	0.0002	0.0
Q9Y5G2|cell-envelope	Cell_membrane	0.9921	0.0006	0.0001	0.0003	0.0016	0.8989	0.0762	0.0001	0.0205	0.0017	0.0001
Q9Y5F9|cell-envelope	Cell_membrane	0.9978	0.0003	0.0	0.0	0.0003	0.9003	0.0765	0.0	0.0212	0.0013	0.0
Q9UNA0|secreted	Extracellular	0.0002	0.0	0.0001	0.9996	0.0	0.0001	0.0001	0.0	0.0	0.0	0.0
Q9Y5G1|cell-envelope	Cell_membrane	0.9888	0.0017	0.0002	0.0004	0.0022	0.8383	0.1055	0.0001	0.0406	0.0108	0.0001
Q9Y5F8|cell-envelope	Cell_membrane	0.9956	0.0006	0.0001	0.0	0.0004	0.8989	0.0729	0.0	0.0233	0.0037	0.0
Q9Y5G3|cell-envelope	Cell_membrane	0.9984	0.0002	0.0	0.0	0.0001	0.9185	0.0651	0.0	0.0147	0.0014	0.0
Q5T6X5|cell-envelope	Cell_membrane	0.9726	0.0003	0.0	0.0002	0.0005	0.8966	0.0437	0.0001	0.0128	0.0458	0.0001
Q9Y5G0|cell-envelope	Cell_membrane	0.9923	0.0006	0.0001	0.0007	0.001	0.9408	0.043	0.0001	0.0098	0.004	0.0
Q9UN71|cell-envelope	Cell_membrane	0.9912	0.0003	0.0	0.0002	0.0003	0.954	0.0353	0.0	0.0057	0.0042	0.0
Q9UPR5|cell-envelope	Cell_membrane	0.8837	0.0	0.0001	0.0001	0.0022	0.8112	0.0195	0.0002	0.0031	0.1634	0.0002
P20849|secreted	Extracellular	0.0008	0.0	0.0	0.9949	0.0001	0.0048	0.0001	0.0	0.0	0.0001	0.0
Q14833|cell-envelope	Cell_membrane	0.9943	0.0	0.0	0.0	0.0003	0.9823	0.0088	0.0	0.0028	0.0056	0.0
Q9P0K1|cell-envelope	Cell_membrane	0.9995	0.0	0.0	0.0	0.0001	0.9993	0.0004	0.0	0.0001	0.0001	0.0
P19022|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9998	0.0001	0.0	0.0001	0.0	0.0
P48058|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0001	0.9991	0.0007	0.0	0.0	0.0001	0.0
Q02487|cell-envelope	Cell_membrane	0.8361	0.0006	0.0005	0.0892	0.0016	0.7901	0.0206	0.0	0.0027	0.0946	0.0001
P42263|cell-envelope	Cell_membrane	0.998	0.0	0.0	0.0	0.0008	0.9953	0.0024	0.0	0.0004	0.0012	0.0
P30530|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9996	0.0003	0.0	0.0	0.0	0.0
Q9Y334|secreted	Cell_membrane	0.991	0.0004	0.0001	0.0046	0.0014	0.9797	0.0092	0.0001	0.0012	0.003	0.0003
Q5VUB5|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0	0.9946	0.005	0.0	0.0003	0.0001	0.0
Q9UP79|secreted	Extracellular	0.0001	0.0	0.0	0.9974	0.0	0.0001	0.0017	0.0	0.0	0.0006	0.0
Q9H3T3|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0001	0.0002	0.9993	0.0004	0.0	0.0	0.0	0.0
Q14246|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0	0.9957	0.0032	0.0	0.0009	0.0002	0.0
Q6ZTQ4|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0001	0.9988	0.0008	0.0	0.0003	0.0	0.0
Q14832|cell-envelope	Cell_membrane	0.9865	0.0	0.0	0.0	0.0001	0.9767	0.0044	0.0	0.0026	0.0162	0.0
Q6QNK2|cell-envelope	Cell_membrane	0.9961	0.0	0.0	0.0	0.0001	0.9249	0.0605	0.0	0.0074	0.007	0.0
Q14416|cell-envelope	Cell_membrane	0.9974	0.0	0.0	0.0	0.0001	0.9958	0.0026	0.0	0.0007	0.0008	0.0
O15146|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9999	0.0	0.0	0.0	0.0	0.0
P02671|secreted	Extracellular	0.0	0.0	0.0	0.999	0.0	0.0	0.0006	0.0	0.0	0.0004	0.0
Q13822|secreted	Extracellular	0.1158	0.0004	0.0004	0.7988	0.0008	0.0157	0.0173	0.0	0.1291	0.0375	0.0
Q92854|cell-envelope	Cell_membrane	0.999	0.0001	0.0	0.0001	0.0	0.9362	0.0273	0.0	0.0352	0.001	0.0
Q96JP9|cell-envelope	Cell_membrane	0.999	0.0	0.0	0.0004	0.0005	0.9949	0.0037	0.0	0.0002	0.0002	0.0
O60602|cell-envelope	Cell_membrane	0.9737	0.0048	0.003	0.0013	0.005	0.4783	0.4403	0.0004	0.0324	0.0332	0.0013
Q16832|cell-envelope	Cell_membrane	0.9981	0.0002	0.0	0.0	0.0002	0.8925	0.0894	0.0	0.0147	0.0028	0.0001
Q9NZ94|cell-envelope	Cell_membrane	0.9989	0.0	0.0	0.0	0.0002	0.998	0.0008	0.0	0.0002	0.0009	0.0
Q8N475|secreted	Extracellular	0.0031	0.0001	0.0015	0.777	0.0004	0.0014	0.1312	0.0	0.0001	0.0882	0.0
Q9H156|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0001	0.9977	0.002	0.0	0.0001	0.0	0.0
Q9HBB8|cell-envelope	Cell_membrane	0.9987	0.0	0.0	0.0033	0.0	0.9952	0.0014	0.0	0.0	0.0	0.0
Q6MZW2|secreted	Extracellular	0.0004	0.0001	0.0004	0.9679	0.0004	0.0002	0.0253	0.0	0.0	0.0057	0.0
Q6ZN44|cell-envelope	Cell_membrane	0.9978	0.0001	0.0	0.0001	0.0004	0.9904	0.0065	0.0	0.0015	0.0009	0.0
Q9H5Y7|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9994	0.0006	0.0	0.0	0.0	0.0
O00206|cell-envelope	Cell_membrane	0.9947	0.0	0.0	0.0	0.0001	0.9852	0.0034	0.0	0.0002	0.0111	0.0
Q8IW52|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q15063|secreted	Endoplasmic_reticulum	0.0438	0.0015	0.0091	0.2733	0.0083	0.0032	0.6501	0.0025	0.0002	0.0515	0.0002
Q8NFZ4|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9996	0.0003	0.0	0.0	0.0	0.0
P48764|cell-envelope	Cell_membrane	0.8934	0.0002	0.0002	0.0	0.0016	0.7455	0.0448	0.0001	0.0236	0.1838	0.0003
Q8N271|cell-envelope	Cell_membrane	0.9879	0.0001	0.0	0.0001	0.0007	0.8613	0.1182	0.0	0.0091	0.0104	0.0001
Q12864|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0001	0.0005	0.9978	0.0012	0.0	0.0001	0.0003	0.0
Q8IXH8|cell-envelope	Cell_membrane	0.9969	0.0	0.0	0.0001	0.0	0.9944	0.005	0.0	0.0002	0.0003	0.0
O75309|cell-envelope	Cell_membrane	0.999	0.0	0.0	0.0001	0.0002	0.9971	0.0017	0.0	0.0006	0.0003	0.0
Q9UJ99|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9999	0.0001	0.0	0.0	0.0	0.0
Q9P2K2|secreted	Endoplasmic_reticulum	0.6704	0.086	0.0278	0.0048	0.0523	0.014	0.5624	0.0078	0.2178	0.0249	0.0022
Q9UHX3|cell-envelope	Cell_membrane	0.9996	0.0	0.0	0.0	0.0	0.9973	0.0022	0.0	0.0004	0.0001	0.0
Q9UGT4|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0001	0.0	0.9996	0.0003	0.0	0.0	0.0	0.0
Q86UP0|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9999	0.0001	0.0	0.0	0.0	0.0
Q9Y5F3|cell-envelope	Cell_membrane	0.9877	0.0	0.0	0.0	0.0001	0.8034	0.0837	0.0	0.0826	0.0303	0.0
Q99435|secreted	Extracellular	0.0	0.0	0.0001	0.9998	0.0	0.0	0.0	0.0	0.0	0.0001	0.0
P00747|secreted	Extracellular	0.0001	0.0	0.0007	0.9985	0.0	0.0002	0.0002	0.0	0.0	0.0004	0.0
Q9HCB6|secreted	Extracellular	0.0005	0.0009	0.0004	0.9967	0.0001	0.0007	0.0004	0.0	0.0003	0.0004	0.0
P18433|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.9887	0.0102	0.0	0.0008	0.0003	0.0
Q9UN66|cell-envelope	Cell_membrane	0.9351	0.0008	0.0004	0.0037	0.007	0.8675	0.0296	0.0003	0.0064	0.083	0.0013
Q9UN67|cell-envelope	Cell_membrane	0.9682	0.0003	0.0001	0.0001	0.004	0.8903	0.0672	0.0001	0.0071	0.0306	0.0003
P05556|cell-envelope	Cell_membrane	0.9992	0.0	0.0	0.0001	0.0001	0.9991	0.0004	0.0	0.0001	0.0002	0.0
Q9Y5F0|cell-envelope	Cell_membrane	0.9713	0.0002	0.0001	0.0001	0.0027	0.8954	0.0571	0.0001	0.0078	0.0364	0.0001
Q9Y5E9|cell-envelope	Cell_membrane	0.9847	0.0	0.0	0.0	0.0004	0.9337	0.0416	0.0	0.004	0.0202	0.0
Q86XM0|cell-envelope	Cell_membrane	0.9996	0.0	0.0	0.0001	0.0015	0.9458	0.0517	0.0	0.0002	0.0003	0.0004
Q9Y5E7|cell-envelope	Cell_membrane	0.9811	0.0001	0.0001	0.0001	0.001	0.9443	0.0224	0.0	0.0037	0.0281	0.0003
Q9Y5F2|cell-envelope	Cell_membrane	0.9901	0.0001	0.0	0.0	0.0011	0.9604	0.0279	0.0	0.0025	0.0079	0.0
Q9Y5E1|cell-envelope	Cell_membrane	0.9969	0.0	0.0	0.0	0.0001	0.9708	0.0214	0.0	0.0038	0.0038	0.0
Q17R60|secreted	Extracellular	0.0568	0.1007	0.1624	0.3335	0.0196	0.0409	0.1733	0.0009	0.0585	0.1094	0.0008
Q9Y5E6|cell-envelope	Cell_membrane	0.9804	0.0002	0.0001	0.0001	0.0037	0.9161	0.053	0.0001	0.0071	0.0193	0.0003
P04629|cell-envelope	Cell_membrane	0.9992	0.0	0.0	0.0	0.0001	0.9965	0.0024	0.0	0.0004	0.0005	0.0
Q9Y5E5|cell-envelope	Cell_membrane	0.9959	0.0	0.0	0.0	0.0001	0.9587	0.0295	0.0	0.0044	0.0072	0.0
Q9Y5F1|cell-envelope	Cell_membrane	0.9899	0.0001	0.0	0.0001	0.0011	0.9521	0.0359	0.0	0.0041	0.0065	0.0001
Q9Y5E4|cell-envelope	Cell_membrane	0.9579	0.0004	0.0002	0.0013	0.005	0.8999	0.0367	0.0001	0.0036	0.0525	0.0004
Q9Y5E3|cell-envelope	Cell_membrane	0.9965	0.0	0.0	0.0	0.0004	0.9615	0.0308	0.0	0.0027	0.0044	0.0
Q9Y5E2|cell-envelope	Cell_membrane	0.9524	0.0015	0.0006	0.0005	0.0116	0.8633	0.0686	0.0003	0.0076	0.0452	0.0009
Q8NAC3|cell-envelope	Cell_membrane	0.9952	0.0008	0.0002	0.0041	0.0015	0.9688	0.0221	0.0	0.0013	0.0009	0.0003
Q9ULB4|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0	0.0	0.0
Q9ULH4|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0001	0.9997	0.0002	0.0	0.0	0.0	0.0
P05106|cell-envelope	Cell_membrane	0.9979	0.0	0.0	0.0	0.0002	0.9941	0.0021	0.0	0.0022	0.0014	0.0
Q9Y6N8|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9999	0.0001	0.0	0.0	0.0	0.0
Q9Y5E8|cell-envelope	Cell_membrane	0.9787	0.0004	0.0002	0.0002	0.0039	0.8988	0.0598	0.0002	0.0061	0.0302	0.0003
P15502|secreted	Extracellular	0.0041	0.0006	0.0014	0.9031	0.0076	0.0184	0.0158	0.0	0.0014	0.0516	0.0
Q13275|secreted	Extracellular	0.0151	0.0025	0.0018	0.9653	0.0007	0.0142	0.0122	0.0	0.0	0.0033	0.0
P33151|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.9981	0.0017	0.0	0.0001	0.0001	0.0
Q9C0B6|secreted	Extracellular	0.1199	0.0005	0.0013	0.4464	0.0265	0.0102	0.3152	0.0001	0.0773	0.1222	0.0003
Q96JK4|secreted	Extracellular	0.0001	0.0	0.0	0.9969	0.0	0.0001	0.0022	0.0	0.0	0.0007	0.0
Q9NS98|secreted	Extracellular	0.3886	0.0153	0.0053	0.5379	0.0075	0.1842	0.2001	0.0011	0.0034	0.0447	0.0006
Q6P4Q7|cell-envelope	Cell_membrane	0.8925	0.0001	0.0	0.0015	0.0008	0.6299	0.2389	0.0	0.0148	0.1139	0.0001
O15041|secreted	Extracellular	0.0517	0.0786	0.0354	0.5964	0.0196	0.0177	0.219	0.0045	0.0012	0.0264	0.0012
Q14563|secreted	Extracellular	0.1566	0.0142	0.003	0.6251	0.0137	0.0591	0.2408	0.0004	0.0046	0.0387	0.0003
Q9P244|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0001	0.9999	0.0	0.0	0.0	0.0	0.0
O95754|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0001	0.9999	0.0	0.0	0.0	0.0	0.0
P26012|cell-envelope	Cell_membrane	0.9997	0.0001	0.0	0.0	0.0001	0.9951	0.0036	0.0	0.0009	0.0001	0.0
P05107|cell-envelope	Cell_membrane	0.998	0.0	0.0	0.0006	0.0001	0.9974	0.0009	0.0	0.0005	0.0006	0.0
Q9NT22|secreted	Extracellular	0.0293	0.0004	0.0011	0.6232	0.0521	0.0042	0.281	0.0003	0.015	0.0224	0.0001
P16473|cell-envelope	Cell_membrane	0.9626	0.0	0.0	0.0	0.0005	0.9219	0.0157	0.0	0.0061	0.0557	0.0
Q6NUI6|secreted	Extracellular	0.0545	0.0019	0.0016	0.8716	0.0019	0.0264	0.083	0.0	0.0013	0.0122	0.0001
Q9H3S1|cell-envelope	Cell_membrane	0.9987	0.0001	0.0	0.0002	0.0018	0.9952	0.002	0.0001	0.0005	0.0002	0.0
Q96J84|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9997	0.0002	0.0	0.0	0.0	0.0
Q9HBX9|cell-envelope	Cell_membrane	0.9805	0.0003	0.0	0.0013	0.0015	0.9234	0.0289	0.0003	0.0107	0.0332	0.0003
Q96JB6|secreted	Extracellular	0.0105	0.0	0.0	0.8991	0.0	0.0034	0.0874	0.0	0.0	0.0099	0.0
Q8N436|secreted	Extracellular	0.011	0.0013	0.0015	0.6765	0.0007	0.0054	0.1091	0.0001	0.0005	0.2046	0.0002
Q13433|cell-envelope	Cell_membrane	0.9898	0.001	0.0	0.0006	0.0004	0.9272	0.0487	0.0001	0.0073	0.0145	0.0002
P19835|secreted	Extracellular	0.0002	0.0	0.0001	0.9954	0.0003	0.0007	0.0017	0.0	0.0	0.0018	0.0
Q68BL8|secreted	Extracellular	0.0317	0.0008	0.0017	0.736	0.0006	0.0171	0.1872	0.0001	0.0136	0.043	0.0
Q13214|secreted	Extracellular	0.0723	0.0281	0.0055	0.8527	0.0058	0.0572	0.0363	0.0001	0.001	0.013	0.0002
Q6UXK2|cell-envelope	Cell_membrane	0.9992	0.0	0.0	0.0001	0.0001	0.9842	0.0112	0.0	0.0039	0.0005	0.0
P16070|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.9948	0.0018	0.0	0.0013	0.0021	0.0
P16284|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0002	0.9967	0.0018	0.0	0.0014	0.0	0.0
Q8NFT8|cell-envelope	Cell_membrane	0.9991	0.0	0.0	0.0001	0.0	0.9979	0.0004	0.0	0.0014	0.0002	0.0
Q32P28|secreted	Endoplasmic_reticulum	0.016	0.0002	0.0011	0.3563	0.0012	0.0005	0.5542	0.0	0.0004	0.086	0.0
Q96P31|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0001	0.9998	0.0001	0.0	0.0	0.0	0.0
Q5VTL7|secreted	Extracellular	0.0021	0.0001	0.0005	0.9888	0.0	0.0024	0.003	0.0	0.0001	0.0051	0.0
Q8NI17|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9985	0.0013	0.0	0.0001	0.0	0.0
Q6UWX4|secreted	Extracellular	0.2395	0.0296	0.0005	0.5328	0.0011	0.0774	0.2368	0.0	0.0996	0.0221	0.0001
O00548|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q6UXH9|secreted	Extracellular	0.0004	0.0001	0.0001	0.9963	0.0	0.001	0.0012	0.0	0.0	0.0014	0.0
Q9NT99|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9994	0.0004	0.0	0.0001	0.0	0.0
P22079|secreted	Extracellular	0.0019	0.0001	0.0006	0.901	0.0018	0.0008	0.0344	0.0001	0.0006	0.0605	0.0
Q6UWL6|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0002	0.0001	0.9991	0.0003	0.0	0.0003	0.0	0.0
P14780|secreted	Extracellular	0.0	0.0	0.0	0.9993	0.0	0.0	0.0004	0.0	0.0	0.0002	0.0
Q8NE01|cell-envelope	Cell_membrane	0.8263	0.0005	0.0071	0.083	0.0351	0.5762	0.1921	0.0039	0.0029	0.0869	0.0122
P00736|secreted	Extracellular	0.0009	0.0	0.0001	0.9739	0.0002	0.0008	0.0149	0.0	0.0	0.01	0.0
P06731|cell-envelope	Cell_membrane	0.9961	0.0	0.0	0.0007	0.0007	0.9952	0.0021	0.0	0.0004	0.0008	0.0001
P22888|cell-envelope	Cell_membrane	0.9924	0.0	0.0	0.0	0.0003	0.9709	0.0151	0.0	0.0068	0.0069	0.0
P48740|secreted	Extracellular	0.0002	0.0	0.0	0.9892	0.0	0.0002	0.0038	0.0	0.0	0.0069	0.0
O94769|secreted	Extracellular	0.0177	0.0059	0.0054	0.7923	0.003	0.0079	0.1545	0.0002	0.0019	0.0289	0.0
P23945|cell-envelope	Cell_membrane	0.9538	0.0008	0.0005	0.0004	0.0011	0.9042	0.0251	0.0003	0.0079	0.0592	0.0005
Q9HBW9|cell-envelope	Cell_membrane	0.9944	0.0	0.0	0.0	0.0	0.9839	0.0057	0.0	0.0037	0.0067	0.0
Q14055|secreted	Extracellular	0.0002	0.0007	0.0107	0.9188	0.0172	0.0091	0.0012	0.0	0.0005	0.0417	0.0
Q7Z304|secreted	Extracellular	0.0079	0.0002	0.0014	0.6731	0.0005	0.0015	0.1992	0.0	0.0001	0.1239	0.0
Q8N8U9|secreted	Extracellular	0.0001	0.0005	0.0009	0.9978	0.0001	0.0001	0.0	0.0	0.0	0.0006	0.0
Q9NR61|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q14050|secreted	Extracellular	0.0	0.0	0.0026	0.9613	0.0	0.0	0.0002	0.0	0.0	0.0359	0.0
Q15582|secreted	Extracellular	0.0395	0.0004	0.0036	0.6844	0.0634	0.0022	0.1902	0.0069	0.0001	0.0485	0.0003
Q03692|secreted	Extracellular	0.0013	0.0	0.0016	0.9936	0.0009	0.0011	0.0002	0.0	0.0	0.0026	0.0
Q14393|secreted	Extracellular	0.0028	0.0	0.0001	0.8493	0.0001	0.0037	0.0866	0.0	0.0016	0.0586	0.0
Q6UXI7|secreted	Extracellular	0.0906	0.0131	0.0593	0.756	0.0222	0.0662	0.041	0.0029	0.0125	0.0248	0.0019
O43895|cell-envelope	Cell_membrane	0.7077	0.0002	0.0001	0.1239	0.0032	0.4147	0.3556	0.0002	0.0061	0.0958	0.0002
O75326|cell-envelope	Cell_membrane	0.9916	0.0	0.0	0.0004	0.0001	0.8784	0.1072	0.0	0.0087	0.0051	0.0
Q9NPG1|cell-envelope	Cell_membrane	0.9976	0.0002	0.0	0.0	0.0003	0.9766	0.0192	0.0	0.002	0.0016	0.0
Q14515|secreted	Extracellular	0.0007	0.0001	0.001	0.8948	0.0001	0.0002	0.0984	0.0	0.0006	0.0047	0.0
Q14392|cell-envelope	Cell_membrane	0.9939	0.0002	0.0001	0.0004	0.0007	0.9374	0.0356	0.0	0.0179	0.0076	0.0
P05160|secreted	Extracellular	0.0	0.0001	0.0007	0.9942	0.0	0.0001	0.0038	0.0	0.0	0.0012	0.0
