ID	Location	Membrane	Nucleus	Cytoplasm	Extracellular	Mitochondrion	Cell_membrane	Endoplasmic_reticulum	Plastid	Golgi_apparatus	Lysosome/Vacuole	Peroxisome
Q53GD3|cell-envelope	Cell_membrane	0.9969	0.0	0.0	0.0	0.0002	0.9495	0.0311	0.0	0.0138	0.0053	0.0
Q9NYY8|mitochondrion-matrix	Mitochondrion	0.5186	0.001	0.0036	0.0	0.8656	0.0001	0.0003	0.1282	0.0001	0.0001	0.001
Q6UWL6|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0002	0.0001	0.9991	0.0003	0.0	0.0003	0.0	0.0
Q8NE01|cell-envelope	Cell_membrane	0.8263	0.0005	0.0071	0.083	0.0351	0.5762	0.1921	0.0039	0.0029	0.087	0.0122
P14780|secreted	Extracellular	0.0	0.0	0.0	0.9993	0.0	0.0	0.0004	0.0	0.0	0.0002	0.0
Q5T197|cell-envelope	Cell_membrane	0.9922	0.0047	0.0004	0.0	0.0124	0.687	0.2251	0.0002	0.0413	0.0112	0.0175
P00736|secreted	Extracellular	0.0009	0.0	0.0001	0.9739	0.0002	0.0008	0.0149	0.0	0.0	0.01	0.0
P06731|cell-envelope	Cell_membrane	0.9961	0.0	0.0	0.0007	0.0007	0.9952	0.0021	0.0	0.0004	0.0008	0.0001
Q9H2B4|cell-envelope	Cell_membrane	0.9321	0.0001	0.0001	0.0	0.005	0.8689	0.0254	0.0002	0.0134	0.0844	0.0025
P48740|secreted	Extracellular	0.0002	0.0	0.0	0.9892	0.0	0.0002	0.0038	0.0	0.0	0.0069	0.0
O94769|secreted	Extracellular	0.0177	0.0059	0.0054	0.7923	0.003	0.0079	0.1545	0.0002	0.0019	0.0289	0.0
P22888|cell-envelope	Cell_membrane	0.9924	0.0	0.0	0.0	0.0003	0.9709	0.0151	0.0	0.0068	0.0069	0.0
Q9UBH6|cell-envelope	Lysosome/Vacuole	0.7264	0.0104	0.0028	0.0	0.0127	0.2385	0.2459	0.0002	0.0988	0.3798	0.0108
P56696|cell-envelope	Cell_membrane	0.9846	0.008	0.0002	0.0	0.0018	0.878	0.0745	0.0003	0.0193	0.0169	0.0009
P23945|cell-envelope	Cell_membrane	0.9538	0.0008	0.0005	0.0004	0.0011	0.9042	0.0251	0.0003	0.0079	0.0592	0.0005
Q68DH5|cell-envelope	Endoplasmic_reticulum	0.7607	0.0045	0.0007	0.0001	0.0029	0.1695	0.3588	0.0005	0.2016	0.2606	0.001
Q9Y6L6|cell-envelope	Cell_membrane	0.9956	0.0	0.0	0.0	0.0001	0.9845	0.0055	0.0	0.0025	0.0074	0.0
P29973|cell-envelope	Endoplasmic_reticulum	0.5526	0.0896	0.081	0.0029	0.0519	0.1511	0.2759	0.0047	0.0959	0.1905	0.0566
Q9HBW9|cell-envelope	Cell_membrane	0.9944	0.0	0.0	0.0	0.0	0.9839	0.0057	0.0	0.0037	0.0067	0.0
Q14055|secreted	Extracellular	0.0002	0.0007	0.0107	0.9188	0.0172	0.0091	0.0012	0.0	0.0005	0.0417	0.0
Q9NUB1|mitochondrion-matrix	Mitochondrion	0.4465	0.0	0.0005	0.0	0.9986	0.0	0.0	0.0006	0.0	0.0	0.0003
Q7Z304|secreted	Extracellular	0.0079	0.0002	0.0014	0.6731	0.0005	0.0015	0.1992	0.0	0.0001	0.1239	0.0
Q9H6R3|mitochondrion-matrix	Mitochondrion	0.3094	0.0014	0.0226	0.003	0.9338	0.001	0.0004	0.006	0.0	0.0002	0.0315
Q9NR61|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Q8N8U9|secreted	Extracellular	0.0001	0.0005	0.0009	0.9978	0.0001	0.0001	0.0	0.0	0.0	0.0006	0.0
Q96RR1|mitochondrion-matrix	Mitochondrion	0.2439	0.0014	0.0018	0.0001	0.9957	0.0001	0.0	0.0004	0.0	0.0	0.0005
Q14050|secreted	Extracellular	0.0	0.0	0.0026	0.9613	0.0	0.0	0.0002	0.0	0.0	0.0359	0.0
Q15582|secreted	Extracellular	0.0395	0.0004	0.0036	0.6844	0.0634	0.0022	0.1902	0.0069	0.0001	0.0485	0.0003
Q03692|secreted	Extracellular	0.0013	0.0	0.0016	0.9936	0.0009	0.0011	0.0002	0.0	0.0	0.0026	0.0
Q14393|secreted	Extracellular	0.0028	0.0	0.0001	0.8493	0.0001	0.0037	0.0866	0.0	0.0016	0.0586	0.0
Q6UXI7|secreted	Extracellular	0.0906	0.0131	0.0593	0.756	0.0222	0.0662	0.041	0.0029	0.0125	0.0248	0.0019
Q96RD6|cell-envelope	Cell_membrane	0.9969	0.0153	0.0007	0.0	0.0105	0.8919	0.0715	0.0007	0.0044	0.0017	0.0033
O43895|cell-envelope	Cell_membrane	0.7077	0.0002	0.0001	0.1239	0.0032	0.4147	0.3556	0.0002	0.0061	0.0958	0.0002
Q9H221|cell-envelope	Endoplasmic_reticulum	0.9421	0.0016	0.0008	0.0	0.0176	0.2133	0.5804	0.0003	0.0985	0.0789	0.0086
Q8NCG7|cell-envelope	Cell_membrane	0.9482	0.0002	0.0	0.0001	0.0022	0.8563	0.0401	0.0001	0.0238	0.077	0.0003
Q8N7J2|cell-envelope	Nucleus	0.1621	0.5309	0.3917	0.0068	0.0005	0.069	0.0	0.0005	0.0004	0.0001	0.0001
Q9BX79|cell-envelope	Cell_membrane	0.9898	0.0002	0.0	0.0	0.0013	0.8674	0.0947	0.0	0.0138	0.0222	0.0004
O75326|cell-envelope	Cell_membrane	0.9916	0.0	0.0	0.0004	0.0001	0.8784	0.1072	0.0	0.0087	0.0051	0.0
Q9NPG1|cell-envelope	Cell_membrane	0.9976	0.0002	0.0	0.0	0.0003	0.9766	0.0192	0.0	0.002	0.0016	0.0
Q14515|secreted	Extracellular	0.0007	0.0001	0.001	0.8948	0.0001	0.0002	0.0984	0.0	0.0006	0.0047	0.0
Q14392|cell-envelope	Cell_membrane	0.9939	0.0002	0.0001	0.0004	0.0007	0.9374	0.0356	0.0	0.0179	0.0076	0.0
Q9NQ79|secreted	Extracellular	0.0	0.0	0.0	0.9874	0.0	0.0001	0.0097	0.0	0.0	0.0029	0.0
P05160|secreted	Extracellular	0.0	0.0001	0.0007	0.9942	0.0	0.0001	0.0038	0.0	0.0	0.0012	0.0
Q9NW15|cell-envelope	Cell_membrane	0.9183	0.0007	0.0001	0.0	0.0015	0.6697	0.1183	0.0	0.0489	0.1603	0.0005
Q9NY91|cell-envelope	Cell_membrane	0.975	0.0	0.0	0.0	0.0003	0.9372	0.0158	0.0	0.0075	0.0391	0.0
P52569|cell-envelope	Cell_membrane	0.8823	0.0	0.0	0.0	0.0033	0.7723	0.0187	0.0001	0.019	0.1864	0.0002
P17813|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0001	0.9921	0.0073	0.0	0.0003	0.0001	0.0
O75509|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.9898	0.007	0.0	0.0026	0.0006	0.0
Q9HBG7|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9942	0.0035	0.0	0.002	0.0002	0.0
Q9UK17|cell-envelope	Cell_membrane	0.995	0.0001	0.0	0.0	0.0007	0.9546	0.0318	0.0001	0.0066	0.0061	0.0001
Q6UWU2|secreted	Endoplasmic_reticulum	0.1272	0.0002	0.0015	0.2664	0.008	0.0219	0.3663	0.0001	0.0042	0.3305	0.0009
Q9HBW1|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.9976	0.002	0.0	0.0003	0.0001	0.0
P22459|cell-envelope	Cell_membrane	0.9841	0.0065	0.0006	0.0	0.033	0.8457	0.0365	0.0246	0.011	0.0372	0.005
Q68BL7|secreted	Extracellular	0.0319	0.0042	0.0067	0.7196	0.0086	0.0182	0.1794	0.0013	0.0025	0.0591	0.0004
Q66K79|secreted	Extracellular	0.0031	0.0	0.0001	0.9371	0.0001	0.0014	0.0533	0.0	0.0	0.0079	0.0
Q08357|cell-envelope	Cell_membrane	0.9749	0.0	0.0	0.0	0.0012	0.9311	0.0287	0.0001	0.0065	0.0321	0.0001
Q14680|cell-envelope	Nucleus	0.065	0.5018	0.479	0.0004	0.0003	0.0103	0.0013	0.0001	0.0012	0.0011	0.0045
Q9H222|cell-envelope	Cell_membrane	0.9776	0.0012	0.0003	0.0007	0.0293	0.7107	0.1719	0.0023	0.0328	0.0423	0.0085
Q9UGH3|cell-envelope	Cell_membrane	0.8927	0.0001	0.0	0.0	0.0058	0.6831	0.0576	0.0003	0.0276	0.2234	0.002
Q9H4A4|secreted	Cytoplasm	0.0356	0.1065	0.6818	0.0054	0.0082	0.0141	0.008	0.0081	0.0024	0.0084	0.1571
O00337|cell-envelope	Cell_membrane	0.6739	0.0005	0.0005	0.0002	0.0061	0.4206	0.0804	0.0002	0.0819	0.407	0.0027
Q86X29|cell-envelope	Cell_membrane	0.9964	0.0084	0.0002	0.0005	0.0009	0.9283	0.0513	0.0001	0.009	0.001	0.0002
P51170|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0001	0.9135	0.0506	0.0	0.031	0.0049	0.0
Q96QE2|cell-envelope	Cell_membrane	0.8974	0.0002	0.0	0.0001	0.014	0.7724	0.0248	0.0015	0.0132	0.1727	0.0011
Q6P5W5|cell-envelope	Cell_membrane	0.825	0.0014	0.0008	0.0046	0.0049	0.6887	0.104	0.0003	0.0155	0.1786	0.0014
Q9UP38|cell-envelope	Cell_membrane	0.9956	0.0	0.0	0.0	0.0001	0.9858	0.0082	0.0	0.0014	0.0045	0.0
Q6PI48|mitochondrion-matrix	Mitochondrion	0.246	0.0	0.0015	0.0	0.9979	0.0	0.0001	0.0001	0.0	0.0	0.0003
P04264|cell-envelope	Cell_membrane	0.5013	0.0826	0.1202	0.0008	0.0676	0.4661	0.0056	0.0205	0.1123	0.1221	0.0021
Q92959|cell-envelope	Cell_membrane	0.9833	0.0002	0.0	0.0001	0.0031	0.7914	0.089	0.0004	0.0893	0.0261	0.0005
G3V0H7|cell-envelope	Cell_membrane	0.9908	0.0	0.0	0.0	0.0007	0.8526	0.0832	0.0	0.0428	0.0207	0.0
Q9HCJ2|cell-envelope	Cell_membrane	0.9967	0.0	0.0	0.0	0.0005	0.9767	0.0066	0.0	0.0118	0.0044	0.0
Q06495|cell-envelope	Cell_membrane	0.9061	0.0004	0.0001	0.0001	0.0083	0.781	0.0479	0.0014	0.0203	0.1386	0.002
Q96PR1|cell-envelope	Cell_membrane	0.9985	0.0011	0.0	0.0	0.0002	0.9775	0.0175	0.0	0.0017	0.0019	0.0001
P16519|secreted	Extracellular	0.0536	0.0002	0.0008	0.6582	0.0017	0.0125	0.1996	0.0001	0.0009	0.126	0.0
P60852|cell-envelope	Cell_membrane	0.9988	0.0	0.0	0.0003	0.0003	0.9845	0.013	0.0	0.0015	0.0003	0.0
Q8IW92|secreted	Endoplasmic_reticulum	0.8773	0.0	0.0002	0.0021	0.0187	0.0072	0.6654	0.0006	0.2086	0.0954	0.0018
Q695T7|cell-envelope	Cell_membrane	0.8838	0.0	0.0	0.0001	0.0013	0.732	0.0398	0.0	0.0267	0.2001	0.0001
O76031|mitochondrion-matrix	Mitochondrion	0.2686	0.0066	0.0119	0.0005	0.7196	0.0005	0.0005	0.2535	0.0002	0.0003	0.0063
P17405|secreted	Lysosome/Vacuole	0.237	0.0001	0.0001	0.0988	0.0003	0.0992	0.2572	0.0	0.0086	0.5357	0.0
Q969Z0|mitochondrion-matrix	Mitochondrion	0.7424	0.0005	0.0016	0.0	0.9927	0.0002	0.0003	0.0013	0.0001	0.0	0.0033
P31645|cell-envelope	Cell_membrane	0.966	0.0	0.0	0.0	0.0002	0.8977	0.0203	0.0	0.0133	0.0684	0.0
Q6S5L8|cell-envelope	Extracellular	0.4629	0.1707	0.0519	0.2877	0.0615	0.2744	0.0317	0.0022	0.1038	0.0125	0.0037
P30825|cell-envelope	Cell_membrane	0.815	0.0	0.0	0.0	0.0015	0.7186	0.0053	0.0	0.0062	0.2682	0.0001
Q5VWK5|cell-envelope	Cell_membrane	0.9983	0.0005	0.0	0.0	0.0005	0.9726	0.0216	0.0001	0.0015	0.0029	0.0002
Q9BTN0|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0001	0.9997	0.0002	0.0	0.0	0.0	0.0
P43681|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.9963	0.0033	0.0	0.0002	0.0002	0.0
P20916|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0003	0.9964	0.0023	0.0	0.001	0.0	0.0
P84996|cell-envelope	Cytoplasm	0.1483	0.2789	0.5858	0.0041	0.0001	0.1303	0.0001	0.0001	0.0005	0.0	0.0
Q86YJ7|cell-envelope	Cytoplasm	0.1017	0.1694	0.7471	0.0005	0.0085	0.0537	0.0011	0.0033	0.0037	0.0034	0.0093
Q96FE5|cell-envelope	Cell_membrane	0.9755	0.0	0.0	0.0003	0.0008	0.9076	0.0164	0.0	0.0109	0.0638	0.0002
Q01959|cell-envelope	Cell_membrane	0.964	0.0	0.0	0.0	0.0023	0.867	0.033	0.0	0.0203	0.0768	0.0005
P31641|cell-envelope	Cell_membrane	0.9207	0.0	0.0	0.0	0.0006	0.7945	0.0442	0.0	0.0184	0.1422	0.0
Q9Y2P4|cell-envelope	Endoplasmic_reticulum	0.9311	0.001	0.0109	0.0045	0.0441	0.0023	0.9108	0.0022	0.0116	0.001	0.0117
Q1EHB4|cell-envelope	Cell_membrane	0.993	0.0	0.0	0.0	0.0001	0.9815	0.0046	0.0	0.0033	0.0106	0.0
P23975|cell-envelope	Cell_membrane	0.8852	0.0	0.0	0.0	0.0005	0.742	0.0312	0.0	0.0191	0.207	0.0002
Q9Y6Q6|cell-envelope	Cell_membrane	0.9999	0.0	0.0	0.0	0.0	0.999	0.0005	0.0	0.0005	0.0	0.0
Q7Z3D6|mitochondrion-matrix	Mitochondrion	0.3049	0.0011	0.0089	0.0002	0.8343	0.0005	0.0002	0.1379	0.0	0.0002	0.0166
O15240|secreted	Extracellular	0.0116	0.0004	0.0004	0.7441	0.0029	0.0027	0.2209	0.0	0.013	0.0156	0.0
P59827|secreted	Extracellular	0.0117	0.0001	0.0035	0.8315	0.0105	0.0027	0.0595	0.0004	0.0	0.0916	0.0003
Q7Z5L7|secreted	Endoplasmic_reticulum	0.0954	0.0073	0.0222	0.3966	0.0663	0.0049	0.47	0.0027	0.0016	0.0264	0.0019
Q969P0|cell-envelope	Cell_membrane	0.9298	0.0	0.0	0.0508	0.0005	0.8133	0.0468	0.0	0.0091	0.0794	0.0
P22460|cell-envelope	Cell_membrane	0.9994	0.0	0.0	0.0	0.0	0.9975	0.0014	0.0	0.0003	0.0007	0.0
Q7RTM1|cell-envelope	Cell_membrane	0.9751	0.0001	0.0	0.0	0.0005	0.8397	0.0845	0.0	0.0317	0.0435	0.0001
P16581|cell-envelope	Cell_membrane	0.9997	0.0	0.0	0.0	0.0	0.999	0.0007	0.0	0.0003	0.0	0.0
Q8N695|cell-envelope	Cell_membrane	0.9338	0.0	0.0	0.0	0.0008	0.8653	0.0095	0.0	0.0098	0.1146	0.0
Q6L8Q7|mitochondrion-matrix	Mitochondrion	0.2149	0.0004	0.0031	0.0001	0.9949	0.0004	0.0	0.0005	0.0	0.0	0.0006
O95631|secreted	Extracellular	0.0002	0.0001	0.0001	0.9992	0.0001	0.0002	0.0001	0.0	0.0	0.0001	0.0
Q86VL8|cell-envelope	Cell_membrane	0.9697	0.0	0.0	0.0	0.0007	0.9279	0.0102	0.0001	0.0065	0.0545	0.0001
Q8WWT9|cell-envelope	Cell_membrane	0.8659	0.0	0.0	0.0	0.0023	0.5998	0.0984	0.0	0.0776	0.2217	0.0002
P06276|secreted	Extracellular	0.0187	0.0001	0.0021	0.6599	0.0004	0.004	0.1128	0.0	0.0007	0.2201	0.0
Q9NSD5|cell-envelope	Cell_membrane	0.9967	0.0	0.0	0.0	0.0	0.9796	0.0075	0.0	0.0079	0.0049	0.0
P30531|cell-envelope	Cell_membrane	0.9929	0.0	0.0	0.0	0.0001	0.9732	0.0076	0.0	0.0065	0.0125	0.0
P43652|secreted	Extracellular	0.0353	0.0022	0.0027	0.5745	0.0015	0.005	0.3278	0.0001	0.0078	0.0784	0.0
O95256|cell-envelope	Cell_membrane	0.9764	0.0027	0.0018	0.019	0.0148	0.685	0.2624	0.0005	0.0041	0.0052	0.0046
Q5FYB0|secreted	Endoplasmic_reticulum	0.621	0.0014	0.0007	0.1885	0.0013	0.1962	0.3549	0.0001	0.1497	0.1069	0.0003
Q9UHI7|cell-envelope	Cell_membrane	0.8944	0.0	0.0	0.0	0.0007	0.8334	0.0107	0.0	0.0075	0.1476	0.0
Q8N423|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9994	0.0003	0.0	0.0003	0.0	0.0
Q6UY09|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9998	0.0002	0.0	0.0	0.0	0.0
Q7RTS5|cell-envelope	Cell_membrane	0.8689	0.0002	0.0	0.0	0.0031	0.5353	0.1867	0.0	0.0887	0.1852	0.0008
A0PJK1|cell-envelope	Cell_membrane	0.9121	0.0	0.0	0.0	0.0002	0.8617	0.0043	0.0	0.0037	0.1301	0.0
Q99572|cell-envelope	Cell_membrane	0.9322	0.0027	0.0033	0.0381	0.0007	0.9105	0.0187	0.0	0.0219	0.0041	0.0001
Q03431|cell-envelope	Cell_membrane	0.9978	0.0	0.0	0.0	0.0002	0.989	0.0078	0.0	0.0009	0.0021	0.0
Q96GW9|mitochondrion-matrix	Mitochondrion	0.1657	0.0028	0.0346	0.0004	0.9521	0.0009	0.0013	0.0002	0.0009	0.0007	0.0062
P28799|secreted	Extracellular	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9NP91|cell-envelope	Cell_membrane	0.9529	0.0	0.0	0.0	0.0003	0.8803	0.0184	0.0	0.0157	0.0853	0.0
Q8WWQ2|secreted	Extracellular	0.2053	0.0056	0.018	0.299	0.1503	0.0328	0.1919	0.1073	0.0054	0.1511	0.0385
O00144|cell-envelope	Cell_membrane	0.9993	0.0	0.0	0.0	0.0	0.9986	0.001	0.0	0.0001	0.0003	0.0
P41440|cell-envelope	Cell_membrane	0.9937	0.0001	0.0	0.0	0.0012	0.6131	0.283	0.0	0.0881	0.0144	0.0001
Q8IZ07|cell-envelope	Cytoplasm	0.0435	0.1195	0.5545	0.0017	0.0032	0.0241	0.0182	0.0027	0.027	0.2469	0.0022
Q6UWP8|secreted	Extracellular	0.0009	0.0	0.0	0.9261	0.0001	0.002	0.0349	0.0	0.0054	0.0316	0.0
P54793|secreted	Cell_membrane	0.9935	0.0001	0.0	0.0001	0.0003	0.9127	0.0615	0.0	0.0161	0.0092	0.0
Q86VH4|cell-envelope	Cell_membrane	1.0	0.0	0.0	0.0	0.0	0.9989	0.0008	0.0	0.0003	0.0	0.0
Q2MV58|secreted	Extracellular	0.0125	0.0	0.0001	0.9784	0.0	0.004	0.0094	0.0	0.0	0.0081	0.0
P22557|mitochondrion-matrix	Mitochondrion	0.3562	0.0012	0.0227	0.0033	0.7598	0.0016	0.001	0.1984	0.0001	0.001	0.0109
O76090|cell-envelope	Endoplasmic_reticulum	0.8252	0.0138	0.0084	0.0	0.0148	0.0758	0.5367	0.0005	0.2129	0.1236	0.0136
Q08380|secreted	Extracellular	0.0019	0.0022	0.0332	0.8996	0.0149	0.0017	0.03	0.0001	0.0005	0.0178	0.0001
Q86YR6|cell-envelope	Cell_membrane	0.6802	0.1708	0.0717	0.0013	0.0519	0.459	0.0152	0.0937	0.1085	0.0115	0.0164
P13645|secreted	Cell_membrane	0.3797	0.0739	0.1854	0.0	0.0307	0.3371	0.009	0.0171	0.0756	0.2623	0.0089
Q8IXL6|secreted	Golgi_apparatus	0.9742	0.0003	0.0001	0.0014	0.0057	0.0025	0.0508	0.0001	0.9386	0.0007	0.0
O00478|cell-envelope	Cell_membrane	0.9981	0.0	0.0	0.0011	0.0021	0.9358	0.0583	0.0001	0.001	0.0013	0.0002
O43280|cell-envelope	Endoplasmic_reticulum	0.5497	0.0001	0.0002	0.18	0.0005	0.1602	0.5931	0.0	0.0015	0.0643	0.0001
P05156|secreted	Extracellular	0.0001	0.0	0.0001	0.9955	0.0	0.0003	0.001	0.0	0.0	0.0031	0.0
Q8N2H3|mitochondrion-matrix	Mitochondrion	0.4074	0.0025	0.0611	0.0007	0.8025	0.0006	0.0004	0.03	0.0	0.0004	0.1018
Q86VH5|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0	0.9977	0.0016	0.0	0.0005	0.0002	0.0
Q9ULW2|cell-envelope	Cell_membrane	0.9972	0.0	0.0	0.0	0.0	0.9927	0.004	0.0	0.0015	0.0019	0.0
O00634|secreted	Extracellular	0.0003	0.0	0.0	0.9995	0.0	0.0002	0.0001	0.0	0.0	0.0	0.0
P51654|cell-envelope	Cell_membrane	0.9331	0.0006	0.0002	0.0123	0.0014	0.5827	0.2276	0.0003	0.1019	0.073	0.0001
Q9GZV3|cell-envelope	Cell_membrane	0.7323	0.0	0.0	0.0001	0.0018	0.4724	0.0495	0.0003	0.0518	0.4236	0.0004
Q9BY79|cell-envelope	Cell_membrane	0.974	0.0009	0.0001	0.0027	0.0008	0.9321	0.0275	0.0	0.0245	0.0113	0.0
Q6NUN0|mitochondrion-matrix	Mitochondrion	0.2087	0.0001	0.002	0.0001	0.9971	0.0001	0.0	0.0001	0.0	0.0	0.0006
A2CJ06|cell-envelope	Cytoplasm	0.0337	0.3617	0.6142	0.0002	0.0063	0.0089	0.0007	0.0003	0.0037	0.0009	0.0032
Q86VW1|cell-envelope	Golgi_apparatus	0.8972	0.0001	0.0	0.0	0.0042	0.2519	0.2844	0.0	0.3106	0.1485	0.0003
Q08AH1|mitochondrion-matrix	Mitochondrion	0.2888	0.0002	0.0032	0.0002	0.9927	0.0002	0.0005	0.0012	0.0	0.0	0.0016
Q8TEU8|secreted	Extracellular	0.0046	0.0001	0.0002	0.933	0.0002	0.0041	0.0127	0.0	0.0023	0.0476	0.0
Q96DX4|secreted	Extracellular	0.0706	0.126	0.1325	0.5638	0.047	0.0353	0.0493	0.0019	0.0151	0.0246	0.0047
Q8WTU2|secreted	Extracellular	0.0476	0.0097	0.0472	0.5727	0.0022	0.1069	0.0603	0.001	0.0024	0.1966	0.0011
P28039|secreted	Extracellular	0.0333	0.0002	0.0003	0.573	0.0002	0.0058	0.278	0.0	0.0006	0.142	0.0
Q6NT32|secreted	Endoplasmic_reticulum	0.4615	0.0012	0.0035	0.2509	0.0055	0.0879	0.5199	0.0023	0.0108	0.1156	0.0025
P22001|cell-envelope	Cell_membrane	0.9986	0.0	0.0	0.0	0.0001	0.9943	0.0023	0.0001	0.0006	0.0026	0.0
O75084|cell-envelope	Cell_membrane	0.9674	0.0	0.0	0.0002	0.0005	0.936	0.0275	0.0	0.0084	0.0274	0.0
P43004|cell-envelope	Cell_membrane	0.6211	0.0001	0.0006	0.0	0.0015	0.4995	0.012	0.0001	0.0081	0.4771	0.001
Q08397|secreted	Extracellular	0.0152	0.0004	0.0004	0.9798	0.0018	0.0074	0.0022	0.0	0.0023	0.0056	0.0
Q96JW4|cell-envelope	Lysosome/Vacuole	0.5489	0.0002	0.0005	0.0001	0.0022	0.2838	0.0845	0.0001	0.0473	0.5807	0.0006
Q14956|cell-envelope	Cell_membrane	0.9995	0.0	0.0	0.0001	0.0002	0.9982	0.0013	0.0	0.0001	0.0001	0.0
Q9NP59|cell-envelope	Cell_membrane	0.7474	0.0	0.0	0.0	0.0016	0.5393	0.0277	0.0	0.0392	0.3921	0.0002
Q6H9L7|secreted	Extracellular	0.0058	0.0002	0.0003	0.9253	0.0011	0.0037	0.04	0.0	0.0093	0.0201	0.0
Q96FL8|cell-envelope	Cell_membrane	0.9942	0.0	0.0	0.0	0.0002	0.9868	0.0025	0.0	0.0014	0.0091	0.0
Q9NS93|cell-envelope	Cell_membrane	0.8632	0.0004	0.0002	0.0013	0.0057	0.4131	0.2689	0.0004	0.1103	0.1983	0.0014
P19440|cell-envelope	Cell_membrane	0.9866	0.0	0.0	0.0046	0.0025	0.743	0.1152	0.0002	0.1188	0.0155	0.0002
Q8N119|secreted	Extracellular	0.0076	0.0015	0.0035	0.9126	0.0374	0.0065	0.0167	0.006	0.0003	0.0154	0.0001
Q5FYB1|secreted	Extracellular	0.0091	0.002	0.0024	0.9627	0.0016	0.0057	0.0129	0.0001	0.0012	0.0114	0.0
Q86YT5|cell-envelope	Cell_membrane	0.8542	0.0	0.0	0.0	0.0008	0.5617	0.0865	0.0	0.0824	0.2685	0.0001
Q8TB73|secreted	Extracellular	0.0148	0.0011	0.0013	0.8988	0.0028	0.0041	0.084	0.0	0.0002	0.0077	0.0
P37173|cell-envelope	Cell_membrane	0.9998	0.0	0.0	0.0	0.0004	0.986	0.0127	0.0	0.0007	0.0001	0.0
Q96RQ9|secreted	Extracellular	0.0109	0.0002	0.0011	0.9336	0.0006	0.0035	0.0478	0.0	0.0001	0.013	0.0
Q5SSG8|cell-envelope	Cell_membrane	0.9985	0.0004	0.0	0.0031	0.0042	0.8325	0.1416	0.0	0.0177	0.0004	0.0
Q14332|cell-envelope	Cell_membrane	0.985	0.0	0.0	0.0001	0.0007	0.9463	0.0261	0.0	0.0133	0.0135	0.0
Q6UXI9|secreted	Extracellular	0.0001	0.0	0.0	0.9989	0.0	0.0001	0.0009	0.0	0.0	0.0001	0.0
Q7RTZ1|secreted	Cell_membrane	0.778	0.0044	0.0023	0.1547	0.0083	0.4152	0.2542	0.0002	0.0958	0.0626	0.0023
Q9Y5S8|cell-envelope	Endoplasmic_reticulum	0.9799	0.0002	0.0008	0.0003	0.0056	0.2252	0.6536	0.0001	0.0949	0.0171	0.0022
P48664|cell-envelope	Cell_membrane	0.8035	0.0002	0.0002	0.0	0.0724	0.5204	0.0839	0.0021	0.0552	0.2544	0.0111
Q9H6X2|cell-envelope	Cell_membrane	0.9983	0.0008	0.0	0.0001	0.0	0.9419	0.0477	0.0	0.0086	0.0009	0.0
Q4U2R8|cell-envelope	Cell_membrane	0.8941	0.0007	0.0021	0.0013	0.0123	0.5629	0.1947	0.0003	0.0741	0.1472	0.0044
Q9HCC0|mitochondrion-matrix	Mitochondrion	0.3372	0.0	0.0015	0.0001	0.9967	0.0	0.0	0.0005	0.0	0.0001	0.0011
Q7RTS6|cell-envelope	Cell_membrane	0.8423	0.0	0.0	0.0	0.0001	0.7073	0.0332	0.0	0.0171	0.2422	0.0
Q5XG92|secreted	Extracellular	0.0314	0.0001	0.001	0.8807	0.0127	0.0033	0.0869	0.0002	0.0	0.0149	0.0001
Q14520|secreted	Extracellular	0.0	0.0	0.0	0.9985	0.0	0.0	0.0005	0.0	0.0	0.0009	0.0
Q969Y0|secreted	Endoplasmic_reticulum	0.7394	0.0002	0.0006	0.0206	0.0024	0.0637	0.5304	0.0001	0.3207	0.0611	0.0003
Q8N4S9|cell-envelope	Cell_membrane	0.998	0.0	0.0	0.0	0.0002	0.9839	0.0091	0.0	0.0026	0.0041	0.0
P06744|secreted	Peroxisome	0.2606	0.0082	0.2672	0.0103	0.1188	0.0076	0.041	0.0343	0.0011	0.0202	0.4913
P49448|mitochondrion-matrix	Mitochondrion	0.2019	0.0	0.0022	0.0001	0.9966	0.0	0.0	0.0006	0.0	0.0001	0.0003
O95970|secreted	Endoplasmic_reticulum	0.1564	0.0031	0.0083	0.1173	0.0074	0.0053	0.4808	0.0002	0.0519	0.3242	0.0014
